,Date,Post patch?,PCR cycles,Cre_line
5715,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5716,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5717,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5718,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5719,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5720,2017-06-22,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5723,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5724,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5725,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5726,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5727,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5728,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5729,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5730,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5733,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5734,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5735,2017-06-22,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5736,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5737,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5738,2017-06-22,Nucleated,21.0,Slc32a1-IRES-Cre
5739,2017-06-22,No-Seal,21.0,Slc32a1-IRES-Cre
5746,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5747,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5748,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5749,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5750,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5751,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5752,2017-06-23,No-Seal,21.0,Slc32a1-IRES-Cre
5753,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5754,2017-06-23,No-Seal,21.0,Slc32a1-IRES-Cre
5755,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5756,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5757,2017-06-23,No-Seal,21.0,Slc32a1-IRES-Cre
5760,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5761,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5762,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5763,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5764,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5765,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5766,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5767,2017-06-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5768,2017-06-23,No-Seal,21.0,Slc32a1-IRES-Cre
5771,2017-06-23,No-Seal,21.0,Slc32a1-IRES-Cre
5772,2017-06-23,No-Seal,21.0,Slc32a1-IRES-Cre
5773,2017-06-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5774,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5775,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5776,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5777,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5778,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5779,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5780,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5781,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5782,2017-06-23,Nucleated,21.0,Slc32a1-IRES-Cre
5789,2017-06-26,Nucleated,21.0,Gad2-IRES-Cre
5790,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5791,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5792,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5793,2017-06-26,Partial-Nucleus,21.0,Gad2-IRES-Cre
5796,2017-06-26,Nucleated,21.0,Gad2-IRES-Cre
5797,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5798,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5799,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5800,2017-06-26,Nucleated,21.0,Gad2-IRES-Cre
5801,2017-06-26,Nucleated,21.0,Gad2-IRES-Cre
5802,2017-06-26,No-Seal,21.0,Gad2-IRES-Cre
5803,2017-06-26,Nucleated,21.0,Gad2-IRES-Cre
5804,2017-06-26,Nucleated,21.0,Gad2-IRES-Cre
5811,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5812,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5813,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5814,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5815,2017-06-27,No-Seal,21.0,Gad2-IRES-Cre
5816,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5817,2017-06-27,Partial-Nucleus,21.0,Gad2-IRES-Cre
5818,2017-06-27,Partial-Nucleus,21.0,Gad2-IRES-Cre
5819,2017-06-27,Outside-Out,21.0,Gad2-IRES-Cre
5820,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5823,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5824,2017-06-27,No-Seal,21.0,Gad2-IRES-Cre
5825,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5826,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5827,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5828,2017-06-27,No-Seal,21.0,Gad2-IRES-Cre
5829,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5830,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5831,2017-06-27,No-Seal,21.0,Gad2-IRES-Cre
5832,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5835,2017-06-27,No-Seal,21.0,Gad2-IRES-Cre
5836,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5837,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5838,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5839,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5840,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5841,2017-06-27,No-Seal,21.0,Gad2-IRES-Cre
5842,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5843,2017-06-27,Nucleated,21.0,Gad2-IRES-Cre
5850,2017-06-28,No-Seal,21.0,Slc32a1-IRES-Cre
5851,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5852,2017-06-28,No-Seal,21.0,Slc32a1-IRES-Cre
5853,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5854,2017-06-28,No-Seal,21.0,Slc32a1-IRES-Cre
5855,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5856,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5857,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5858,2017-06-28,No-Seal,21.0,Slc32a1-IRES-Cre
5859,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5862,2017-06-28,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5863,2017-06-28,No-Seal,21.0,Slc32a1-IRES-Cre
5866,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5867,2017-06-28,No-Seal,21.0,Slc32a1-IRES-Cre
5868,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5869,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5870,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5871,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5872,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5873,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5874,2017-06-28,Nucleated,21.0,Slc32a1-IRES-Cre
5881,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5882,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5883,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5884,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5885,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5886,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5887,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5888,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5891,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5892,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5893,2017-06-29,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5894,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5895,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5898,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5899,2017-06-29,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5900,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5901,2017-06-29,No-Seal,21.0,Slc32a1-IRES-Cre
5902,2017-06-29,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5903,2017-06-29,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5904,2017-06-29,Nucleated,21.0,Slc32a1-IRES-Cre
5911,2017-06-30,No-Seal,21.0,Slc32a1-IRES-Cre
5912,2017-06-30,No-Seal,21.0,Slc32a1-IRES-Cre
5913,2017-06-30,No-Seal,21.0,Slc32a1-IRES-Cre
5914,2017-06-30,No-Seal,21.0,Slc32a1-IRES-Cre
5917,2017-06-30,Nucleated,21.0,Slc32a1-IRES-Cre
5918,2017-06-30,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5919,2017-06-30,Nucleated,21.0,Slc32a1-IRES-Cre
5920,2017-06-30,Nucleated,21.0,Slc32a1-IRES-Cre
5969,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5970,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5971,2017-07-05,Partial-Nucleus,21.0,Vip-IRES-Cre
5972,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5973,2017-07-05,Outside-Out,21.0,Vip-IRES-Cre
5974,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5975,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5978,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5979,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5980,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5981,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5982,2017-07-05,Partial-Nucleus,21.0,Vip-IRES-Cre
5983,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5984,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5985,2017-07-05,Outside-Out,21.0,Vip-IRES-Cre
5986,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5987,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5988,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5989,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5992,2017-07-05,Nucleated,21.0,Chrna2-Cre_OE25
5993,2017-07-05,No-Seal,21.0,Chrna2-Cre_OE25
5994,2017-07-05,No-Seal,21.0,Chrna2-Cre_OE25
5995,2017-07-05,Nucleated,21.0,Chrna2-Cre_OE25
5996,2017-07-05,No-Seal,21.0,Chrna2-Cre_OE25
5997,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
5998,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
5999,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
6000,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
6001,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
6002,2017-07-05,No-Seal,21.0,Vip-IRES-Cre
6003,2017-07-05,Nucleated,21.0,Vip-IRES-Cre
6010,2017-07-06,No-Seal,21.0,Chrna2-Cre_OE25
6011,2017-07-06,Outside-Out,21.0,Chrna2-Cre_OE25
6012,2017-07-06,Nucleated,21.0,Chrna2-Cre_OE25
6013,2017-07-06,No-Seal,21.0,Chrna2-Cre_OE25
6014,2017-07-06,Outside-Out,21.0,Chrna2-Cre_OE25
6015,2017-07-06,No-Seal,21.0,Vip-IRES-Cre
6016,2017-07-06,No-Seal,21.0,Vip-IRES-Cre
6017,2017-07-06,Outside-Out,21.0,Vip-IRES-Cre
6018,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6019,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6022,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6023,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6024,2017-07-06,No-Seal,21.0,Vip-IRES-Cre
6025,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6026,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6029,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6030,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6031,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6032,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6033,2017-07-06,No-Seal,21.0,Vip-IRES-Cre
6034,2017-07-06,No-Seal,21.0,Vip-IRES-Cre
6035,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6036,2017-07-06,Nucleated,21.0,Vip-IRES-Cre
6043,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6044,2017-07-07,No-Seal,21.0,Chrna2-Cre_OE25
6045,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6046,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6047,2017-07-07,No-Seal,21.0,Chrna2-Cre_OE25
6048,2017-07-07,No-Seal,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6049,2017-07-07,No-Seal,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6050,2017-07-07,Outside-Out,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6053,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6054,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6055,2017-07-07,No-Seal,21.0,Chrna2-Cre_OE25
6056,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6057,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6058,2017-07-07,Nucleated,21.0,Chrna2-Cre_OE25
6059,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6060,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6061,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6064,2017-07-07,No-Seal,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6065,2017-07-07,No-Seal,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6066,2017-07-07,Outside-Out,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6067,2017-07-07,No-Seal,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6068,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6069,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6070,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6071,2017-07-07,Nucleated,21.0,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6078,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6079,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6080,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6081,2017-07-10,Outside-Out,21.0,Sst-IRES-Cre
6082,2017-07-10,Partial-Nucleus,21.0,Sst-IRES-Cre
6083,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6084,2017-07-10,Outside-Out,21.0,Sst-IRES-Cre
6085,2017-07-10,Outside-Out,21.0,Sst-IRES-Cre
6086,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6089,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6090,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6091,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6092,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6093,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6094,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6095,2017-07-10,Partial-Nucleus,21.0,Sst-IRES-Cre
6096,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6099,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6100,2017-07-10,Partial-Nucleus,21.0,Sst-IRES-Cre
6101,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6102,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6103,2017-07-10,Partial-Nucleus,21.0,Sst-IRES-Cre
6104,2017-07-10,Partial-Nucleus,21.0,Sst-IRES-Cre
6105,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6106,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6107,2017-07-10,No-Seal,21.0,Sst-IRES-Cre
6108,2017-07-10,Nucleated,21.0,Sst-IRES-Cre
6115,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6116,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6117,2017-07-12,Outside-Out,21.0,Sst-IRES-Cre
6118,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6119,2017-07-12,Outside-Out,21.0,Sst-IRES-Cre
6120,2017-07-12,Outside-Out,21.0,Sst-IRES-Cre
6121,2017-07-12,Outside-Out,21.0,Sst-IRES-Cre
6122,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6123,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6124,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6127,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6128,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6129,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6130,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6131,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6132,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6133,2017-07-12,No-Seal,21.0,Sst-IRES-Cre
6134,2017-07-12,Nucleated,21.0,Sst-IRES-Cre
6135,2017-07-12,Partial-Nucleus,21.0,Sst-IRES-Cre
6142,2017-07-13,No-Seal,21.0,Sst-IRES-Cre
6143,2017-07-13,Nucleated,21.0,Sst-IRES-Cre
6144,2017-07-13,Outside-Out,21.0,Sst-IRES-Cre
6145,2017-07-13,No-Seal,21.0,Sst-IRES-Cre
6146,2017-07-13,No-Seal,21.0,Sst-IRES-Cre
6147,2017-07-13,No-Seal,21.0,Sst-IRES-Cre
6150,2017-07-13,Nucleated,21.0,Sst-IRES-Cre
6151,2017-07-13,Nucleated,21.0,Sst-IRES-Cre
6152,2017-07-13,Nucleated,21.0,Sst-IRES-Cre
6153,2017-07-13,Nucleated,21.0,Sst-IRES-Cre
6154,2017-07-13,No-Seal,21.0,Sst-IRES-Cre
6155,2017-07-13,No-Seal,21.0,Sst-IRES-Cre
6162,2017-07-14,Outside-Out,21.0,Slc17a8-IRES2-Cre
6163,2017-07-14,No-Seal,21.0,Slc17a8-IRES2-Cre
6164,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6165,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6166,2017-07-14,No-Seal,21.0,Slc17a8-IRES2-Cre
6169,2017-07-14,No-Seal,21.0,Slc17a8-IRES2-Cre
6170,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6171,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6172,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6173,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6176,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6177,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6178,2017-07-14,Nucleated,21.0,Slc17a8-IRES2-Cre
6179,2017-07-14,Partial-Nucleus,21.0,Slc17a8-IRES2-Cre
6180,2017-07-14,Partial-Nucleus,21.0,Slc17a8-IRES2-Cre
6187,2017-07-17,No-Seal,21.0,Rbp4-Cre_KL100
6188,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6189,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6190,2017-07-17,No-Seal,21.0,Rbp4-Cre_KL100
6191,2017-07-17,No-Seal,21.0,Rbp4-Cre_KL100
6192,2017-07-17,Outside-Out,21.0,Rbp4-Cre_KL100
6193,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6194,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6195,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6196,2017-07-17,Outside-Out,21.0,Rbp4-Cre_KL100
6199,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6200,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6201,2017-07-17,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6202,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6203,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6204,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6205,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6206,2017-07-17,Nucleated,21.0,Rbp4-Cre_KL100
6213,2017-07-18,No-Seal,21.0,Rbp4-Cre_KL100
6214,2017-07-18,Nucleated,21.0,Rbp4-Cre_KL100
6215,2017-07-18,Outside-Out,21.0,Rbp4-Cre_KL100
6216,2017-07-18,Outside-Out,21.0,Rbp4-Cre_KL100
6217,2017-07-18,No-Seal,21.0,Rbp4-Cre_KL100
6218,2017-07-18,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6219,2017-07-18,Outside-Out,21.0,Rbp4-Cre_KL100
6220,2017-07-18,No-Seal,21.0,Rbp4-Cre_KL100
6223,2017-07-18,Nucleated,21.0,Rbp4-Cre_KL100
6224,2017-07-18,No-Seal,21.0,Rbp4-Cre_KL100
6225,2017-07-18,Nucleated,21.0,Rbp4-Cre_KL100
6226,2017-07-18,No-Seal,21.0,Rbp4-Cre_KL100
6229,2017-07-18,Nucleated,21.0,Rbp4-Cre_KL100
6230,2017-07-18,Nucleated,21.0,Rbp4-Cre_KL100
6231,2017-07-18,Nucleated,21.0,Rbp4-Cre_KL100
6238,2017-07-19,No-Seal,21.0,Glt25d2-Cre_NF107
6239,2017-07-19,No-Seal,21.0,Glt25d2-Cre_NF107
6240,2017-07-19,Nucleated,21.0,Glt25d2-Cre_NF107
6241,2017-07-19,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6242,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6243,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6244,2017-07-19,No-Seal,21.0,Rbp4-Cre_KL100
6245,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6246,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6247,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6248,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6251,2017-07-19,Nucleated,21.0,Glt25d2-Cre_NF107
6252,2017-07-19,Nucleated,21.0,Glt25d2-Cre_NF107
6253,2017-07-19,Nucleated,21.0,Glt25d2-Cre_NF107
6254,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6255,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6256,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6257,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6258,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6259,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6260,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6261,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6264,2017-07-19,Nucleated,21.0,Glt25d2-Cre_NF107
6266,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6267,2017-07-19,Nucleated,21.0,Rbp4-Cre_KL100
6274,2017-07-20,Partial-Nucleus,21.0,Glt25d2-Cre_NF107
6275,2017-07-20,Nucleated,21.0,Glt25d2-Cre_NF107
6276,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6277,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6278,2017-07-20,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6279,2017-07-20,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6280,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6281,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6282,2017-07-20,No-Seal,21.0,Rbp4-Cre_KL100
6283,2017-07-20,No-Seal,21.0,Rbp4-Cre_KL100
6286,2017-07-20,No-Seal,21.0,Glt25d2-Cre_NF107
6287,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6288,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6289,2017-07-20,Partial-Nucleus,21.0,Rbp4-Cre_KL100
6290,2017-07-20,No-Seal,21.0,Rbp4-Cre_KL100
6293,2017-07-20,Nucleated,21.0,Glt25d2-Cre_NF107
6294,2017-07-20,Nucleated,21.0,Glt25d2-Cre_NF107
6295,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6296,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6297,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6298,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6299,2017-07-20,Nucleated,21.0,Rbp4-Cre_KL100
6306,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6307,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6308,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6309,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6310,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6311,2017-07-21,Outside-Out,21.0,Cux2-CreERT2
6312,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6313,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6314,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6317,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6318,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6319,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6320,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6321,2017-07-21,Nucleated,21.0,Vipr2-IRES2-Cre-neo
6322,2017-07-21,No-Seal,21.0,Vipr2-IRES2-Cre-neo
6323,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6324,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6327,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6328,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6329,2017-07-21,No-Seal,21.0,Cux2-CreERT2
6330,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6331,2017-07-21,Nucleated,21.0,Vipr2-IRES2-Cre-neo
6332,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6333,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6334,2017-07-21,Nucleated,21.0,Cux2-CreERT2
6341,2017-07-24,Nucleated,21.0,Rbp4-Cre_KL100
6342,2017-07-24,No-Seal,21.0,Rbp4-Cre_KL100
