,Date,Post patch?,Post patch pipette R,PCR cycles,post patch class,Cre_line
6798,2017-08-01,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6799,2017-08-01,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6800,2017-08-01,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6808,2017-08-02,No-Seal,,21.0,No seal,Oxtr-T2A-Cre
6812,2017-08-02,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6816,2017-08-02,No-Seal,,21.0,No seal,Oxtr-T2A-Cre
6830,2017-08-03,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6832,2017-08-03,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6847,2017-08-04,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6848,2017-08-04,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6858,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6859,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6861,2017-08-07,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6862,2017-08-07,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6863,2017-08-07,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6867,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6868,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6869,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6875,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6877,2017-08-07,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6878,2017-08-07,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6881,2017-08-07,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6883,2017-08-07,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6896,2017-08-08,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6898,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6899,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6902,2017-08-08,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6903,2017-08-08,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6904,2017-08-08,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6905,2017-08-08,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6908,2017-08-08,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6910,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6915,2017-08-08,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6916,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6918,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6919,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6920,2017-08-08,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6927,2017-08-08,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6938,2017-08-09,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6939,2017-08-09,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6941,2017-08-09,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6942,2017-08-09,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6947,2017-08-09,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6953,2017-08-09,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6958,2017-08-09,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6959,2017-08-09,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6960,2017-08-09,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6962,2017-08-09,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6971,2017-08-10,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6972,2017-08-10,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6973,2017-08-10,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6974,2017-08-10,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6975,2017-08-10,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6976,2017-08-10,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6977,2017-08-10,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6978,2017-08-10,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6983,2017-08-10,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
6985,2017-08-10,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6986,2017-08-10,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6994,2017-08-11,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO
7003,2017-08-16,No-Seal,,21.0,No seal,Ndnf-IRES2-dgCre
7005,2017-08-16,No-Seal,,21.0,No seal,Ndnf-IRES2-dgCre
7024,2017-08-18,No-Seal,,21.0,No seal,Ndnf-IRES2-dgCre
7025,2017-08-18,No-Seal,,21.0,No seal,Ndnf-IRES2-dgCre
7037,2017-08-21,No-Seal,,21.0,No seal,Vip-IRES-Cre
7038,2017-08-21,No-Seal,,21.0,No seal,Vip-IRES-Cre
7040,2017-08-23,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
7041,2017-08-23,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
7047,2017-08-23,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7054,2017-08-24,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
7057,2017-08-24,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
7074,2017-08-25,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
7078,2017-08-25,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
7086,2017-08-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
7099,2017-08-30,No-Seal,,21.0,No seal,Vip-IRES-Cre
7101,2017-08-30,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
7114,2017-08-31,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
7115,2017-08-31,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
7117,2017-08-31,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
7132,2017-09-01,No-Seal,,21.0,No seal,Htr3a-Cre_NO152
7134,2017-09-01,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7135,2017-09-01,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7136,2017-09-01,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7151,2017-09-11,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
7153,2017-09-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
7157,2017-09-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
7160,2017-09-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
7163,2017-09-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
7164,2017-09-13,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7165,2017-09-13,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7171,2017-09-14,No-Seal,,21.0,No seal,Sst-IRES-Cre
7174,2017-09-15,No-Seal,,21.0,No seal,Sst-IRES-Cre
7178,2017-09-15,No-Seal,,21.0,No seal,Sst-IRES-Cre
7180,2017-09-15,No-Seal,,21.0,No seal,Sst-IRES-Cre
7203,2017-09-19,No-Seal,,21.0,No seal,Vip-IRES-Cre
7210,2017-09-20,No-Seal,,21.0,No seal,Vip-IRES-Cre
7237,2017-09-21,No-Seal,,21.0,No seal,Htr3a-Cre_NO152
7241,2017-09-21,No-Seal,,21.0,No seal,Htr3a-Cre_NO152
7242,2017-09-21,No-Seal,,21.0,No seal,Htr3a-Cre_NO152
7253,2017-09-22,No-Seal,,21.0,No seal,Vip-IRES-Cre
7255,2017-09-22,No-Seal,,21.0,No seal,Vip-IRES-Cre
7259,2017-09-22,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
7267,2017-09-22,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
7268,2017-09-22,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
7271,2017-09-22,No-Seal,,21.0,No seal,Vip-IRES-Cre
7278,2017-09-25,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7279,2017-09-25,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
7287,2017-09-26,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7290,2017-09-26,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
7291,2017-09-26,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
7292,2017-09-26,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
7295,2017-09-26,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7296,2017-09-26,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7297,2017-09-26,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7302,2017-09-26,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
7304,2017-09-26,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7312,2017-09-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
7313,2017-09-27,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7320,2017-09-27,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7321,2017-09-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
7327,2017-09-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7330,2017-09-28,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
7336,2017-09-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7337,2017-09-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7338,2017-09-29,No-Seal,,21.0,No seal,Vip-IRES-Cre
7340,2017-09-29,No-Seal,,21.0,No seal,Vip-IRES-Cre
7341,2017-09-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7346,2017-09-29,No-Seal,,21.0,No seal,Gad2-IRES-Cre
7347,2017-09-29,No-Seal,,21.0,No seal,Gad2-IRES-Cre
7348,2017-09-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
7353,2017-10-02,nucleus_absent,10.0,21.0,No seal,Chrna2-Cre_OE25
7356,2017-10-02,nucleus_absent,40.0,21.0,No seal,Chrna2-Cre_OE25
7359,2017-10-02,No-Seal,,21.0,No seal,Oxtr-T2A-Cre
7363,2017-10-02,nucleus_absent,30.0,21.0,No seal,Chrna2-Cre_OE25
7368,2017-10-02,nucleus_absent,4.7,21.0,No seal,Gad2-IRES-Cre
7369,2017-10-02,nucleus_absent,16.2,21.0,No seal,Gad2-IRES-Cre
7370,2017-10-02,nucleus_absent,10.2,21.0,No seal,Gad2-IRES-Cre
7372,2017-10-03,no_nucleus_visible,10.0,21.0,No seal,Gad2-IRES-Cre
7374,2017-10-03,no_nucleus_visible,10.0,21.0,No seal,Gad2-IRES-Cre
7376,2017-10-03,nucleus_absent,20.0,21.0,No seal,Oxtr-T2A-Cre
7380,2017-10-03,nucleus_absent,10.0,21.0,No seal,Nr5a1-Cre
7384,2017-10-03,nucleus_absent,150.0,21.0,No seal,Gad2-IRES-Cre
7386,2017-10-03,nucleus_absent,25.0,21.0,No seal,Oxtr-T2A-Cre
7387,2017-10-03,nucleus_absent,31.0,21.0,No seal,Oxtr-T2A-Cre
7388,2017-10-03,nucleus_absent,25.0,21.0,No seal,Nr5a1-Cre
7395,2017-10-03,nucleus_absent,10.0,21.0,No seal,Chrna2-Cre_OE25
7397,2017-10-03,no_nucleus_visible,28.0,21.0,No seal,Oxtr-T2A-Cre
7398,2017-10-03,no_nucleus_visible,33.0,21.0,No seal,Oxtr-T2A-Cre
7399,2017-10-03,nucleus_absent,3.8,21.0,No seal,Nr5a1-Cre
7401,2017-10-03,nucleus_absent,4.6,21.0,No seal,Oxtr-T2A-Cre
7406,2017-10-03,no_nucleus_visible,300.0,21.0,No seal,Gad2-IRES-Cre
7412,2017-10-04,nucleus_absent,10.0,21.0,No seal,Oxtr-T2A-Cre
7413,2017-10-04,nucleus_absent,10.0,21.0,No seal,Oxtr-T2A-Cre
7414,2017-10-04,nucleus_absent,10.0,21.0,No seal,Nos1-CreERT2;Sst-IRES-FlpO
7416,2017-10-04,nucleus_absent,10.0,21.0,No seal,Nr5a1-Cre
7422,2017-10-04,nucleus_absent,150.0,21.0,No seal,Nr5a1-Cre
7423,2017-10-04,nucleus_absent,150.0,21.0,No seal,Nr5a1-Cre
7428,2017-10-04,nucleus_absent,5.4,21.0,No seal,Oxtr-T2A-Cre
7434,2017-10-04,nucleus_absent,250.0,21.0,No seal,Nr5a1-Cre
7437,2017-10-04,nucleus_absent,11.0,21.0,No seal,Gad2-IRES-Cre
7442,2017-10-04,nucleus_absent,100.0,21.0,No seal,Nr5a1-Cre
7449,2017-10-05,nucleus_absent,50.0,21.0,No seal,Oxtr-T2A-Cre
7454,2017-10-05,nucleus_absent,4.6,21.0,No seal,Gad2-IRES-Cre
7457,2017-10-05,nucleus_absent,26.0,21.0,No seal,Gad2-IRES-Cre
7462,2017-10-05,nucleus_absent,100.0,21.0,No seal,Nr5a1-Cre
7463,2017-10-05,nucleus_absent,100.0,21.0,No seal,Nr5a1-Cre
7464,2017-10-05,nucleus_absent,200.0,21.0,No seal,Nr5a1-Cre
7468,2017-10-06,nucleus_absent,200.0,21.0,No seal,Chrna2-Cre_OE25
7471,2017-10-06,nucleus_absent,200.0,21.0,No seal,Gad2-IRES-Cre
7473,2017-10-06,nucleus_absent,16.4,21.0,No seal,Oxtr-T2A-Cre
7474,2017-10-06,nucleus_absent,20.0,21.0,No seal,Oxtr-T2A-Cre
7476,2017-10-06,nucleus_absent,4.6,21.0,No seal,Chrna2-Cre_OE25
7479,2017-10-06,nucleus_absent,400.0,21.0,No seal,Oxtr-T2A-Cre
7480,2017-10-06,nucleus_absent,200.0,21.0,No seal,Chrna2-Cre_OE25
7481,2017-10-06,nucleus_absent,50.0,21.0,No seal,Chrna2-Cre_OE25
7486,2017-10-09,nucleus_absent,8.0,21.0,No seal,Gad2-IRES-Cre
7487,2017-10-09,nucleus_absent,8.0,21.0,No seal,Gad2-IRES-Cre
7488,2017-10-09,nucleus_absent,13.0,21.0,No seal,Vip-IRES-Cre
7490,2017-10-09,nucleus_absent,10.0,21.0,No seal,Vip-IRES-Cre
7497,2017-10-09,nucleus_absent,300.0,21.0,No seal,Vip-IRES-Cre
7499,2017-10-09,nucleus_absent,30.0,21.0,No seal,Ndnf-IRES2-dgCre
7506,2017-10-09,nucleus_absent,100.0,21.0,No seal,Gad2-IRES-Cre
7507,2017-10-09,nucleus_absent,300.0,21.0,No seal,Vip-IRES-Cre
7512,2017-10-10,nucleus_absent,150.0,21.0,No seal,Vip-IRES-Cre
7513,2017-10-10,nucleus_absent,100.0,21.0,No seal,Scnn1a-Tg3-Cre
7514,2017-10-10,nucleus_absent,100.0,21.0,No seal,Scnn1a-Tg3-Cre
7516,2017-10-10,nucleus_absent,50.0,21.0,No seal,Gad2-IRES-Cre
7518,2017-10-10,nucleus_absent,100.0,21.0,No seal,Gad2-IRES-Cre
7520,2017-10-10,nucleus_absent,4.0,21.0,No seal,Scnn1a-Tg3-Cre
7522,2017-10-10,nucleus_absent,0.0,21.0,No seal,Vip-IRES-Cre
7523,2017-10-10,nucleus_absent,200.0,21.0,No seal,Gad2-IRES-Cre
7527,2017-10-11,nucleus_absent,10.0,21.0,No seal,Sim1-Cre_KJ18
7529,2017-10-11,nucleus_absent,400.0,21.0,No seal,Sim1-Cre_KJ18
7531,2017-10-11,nucleus_absent,100.0,21.0,No seal,Sim1-Cre_KJ18
7533,2017-10-11,nucleus_absent,50.0,21.0,No seal,Vip-IRES-Cre
7535,2017-10-11,nucleus_absent,4.1,21.0,No seal,Sim1-Cre_KJ18
7539,2017-10-12,nucleus_absent,10.0,21.0,No seal,Vip-IRES-Cre
7542,2017-10-12,nucleus_absent,0.0,21.0,No seal,Vip-IRES-Cre
7543,2017-10-12,nucleus_absent,6.6,21.0,No seal,Ndnf-IRES2-dgCre
7544,2017-10-13,nucleus_absent,8.0,21.0,No seal,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO
7548,2017-10-13,nucleus_absent,15.0,21.0,No seal,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO
7549,2017-10-13,nucleus_absent,0.0,21.0,No seal,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO
7558,2017-10-16,nucleus_absent,10.0,21.0,No seal,Chrna2-Cre_OE25
7562,2017-10-16,nucleus_absent,5.3,21.0,No seal,Pdyn-T2A-CreERT2
7563,2017-10-16,nucleus_absent,13.3,21.0,No seal,Pdyn-T2A-CreERT2
7565,2017-10-16,nucleus_absent,200.0,21.0,No seal,Chrna2-Cre_OE25
7567,2017-10-16,nucleus_absent,300.0,21.0,No seal,Chrna2-Cre_OE25
7570,2017-10-16,nucleus_absent,3.5,21.0,No seal,Nr5a1-Cre
7578,2017-10-17,nucleus_absent,10.0,21.0,No seal,Pdyn-T2A-CreERT2
7579,2017-10-17,nucleus_absent,15.0,21.0,No seal,Pdyn-T2A-CreERT2
7581,2017-10-17,nucleus_absent,50.0,21.0,No seal,Chrna2-Cre_OE25
7583,2017-10-17,nucleus_absent,10.0,21.0,No seal,Pdyn-T2A-CreERT2
7585,2017-10-18,nucleus_absent,4.0,21.0,No seal,Nr5a1-Cre
7589,2017-10-18,nucleus_absent,10.0,21.0,No seal,Nr5a1-Cre
7590,2017-10-18,nucleus_absent,10.0,21.0,No seal,Nr5a1-Cre
7591,2017-10-18,nucleus_absent,5.0,21.0,No seal,Nr5a1-Cre
7594,2017-10-18,nucleus_absent,10.0,21.0,No seal,Nos1-CreERT2;Sst-IRES-FlpO
5002,2017-04-20,Entire-Cell,,21.0,Entire cell,Vip-IRES-Cre
5088,2017-04-25,Entire-Cell,,21.0,Entire cell,Rorb-IRES2-Cre
5242,2017-05-02,Entire-Cell,,21.0,Entire cell,Rorb-IRES2-Cre-neo
5269,2017-05-03,Entire-Cell,,21.0,Entire cell,Scnn1a-Tg2-Cre
5273,2017-05-03,Entire-Cell,,21.0,Entire cell,Chat-IRES-Cre-neo
5274,2017-05-03,Entire-Cell,,21.0,Entire cell,Chat-IRES-Cre-neo
5369,2017-05-10,Entire-Cell,,21.0,Entire cell,Rorb-IRES2-Cre
5532,2017-05-18,Entire-Cell,,21.0,Entire cell,Pvalb-IRES-Cre
5623,2017-05-24,Entire-Cell,,21.0,Entire cell,Slc32a1-IRES-Cre
5687,2017-06-01,Entire-Cell,,21.0,Entire cell,Vip-IRES-Cre
5847,2017-06-13,Entire-Cell,,21.0,Entire cell,Gad2-IRES-Cre
6814,2017-08-02,Entire-Cell,,21.0,Entire cell,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6963,2017-08-09,Entire-Cell,,21.0,Entire cell,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
7076,2017-08-25,Entire-Cell,,21.0,Entire cell,Chat-IRES-Cre-neo
7094,2017-08-29,Entire-Cell,,21.0,Entire cell,Vip-IRES-Cre
7272,2017-09-22,Entire-Cell,,21.0,Entire cell,Vip-IRES-Cre
7308,2017-09-26,Entire-Cell,,21.0,Entire cell,Slc32a1-IRES-Cre
7410,2017-10-04,entire_cell,10.0,21.0,Entire cell,Oxtr-T2A-Cre
7447,2017-10-05,entire_cell,100.0,21.0,Entire cell,Oxtr-T2A-Cre
7455,2017-10-05,entire_cell,5.0,21.0,Entire cell,Oxtr-T2A-Cre
7587,2017-10-18,entire_cell,7.0,21.0,Entire cell,Chrna2-Cre_OE25
7588,2017-10-18,entire_cell,10.0,21.0,Entire cell,Chrna2-Cre_OE25
