,Date,Post patch?,Post patch pipette R,PCR cycles,post patch class,Cre_line
7225,2017-09-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7226,2017-09-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7227,2017-09-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7228,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7229,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7230,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7231,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7232,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7233,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7234,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7235,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7236,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7238,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7239,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7240,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7244,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7245,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7246,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7247,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7248,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7249,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7250,2017-09-21,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7251,2017-09-21,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7252,2017-09-21,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7254,2017-09-22,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7256,2017-09-22,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7257,2017-09-22,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7258,2017-09-22,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7261,2017-09-22,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7263,2017-09-22,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7264,2017-09-22,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7265,2017-09-22,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7266,2017-09-22,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7269,2017-09-22,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7274,2017-09-22,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7280,2017-09-25,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7281,2017-09-25,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7283,2017-09-25,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7284,2017-09-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7285,2017-09-25,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7286,2017-09-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7293,2017-09-26,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7294,2017-09-26,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7298,2017-09-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7301,2017-09-26,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7303,2017-09-26,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
7305,2017-09-26,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7306,2017-09-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7310,2017-09-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7311,2017-09-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7314,2017-09-27,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7315,2017-09-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7316,2017-09-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7317,2017-09-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7318,2017-09-27,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7319,2017-09-27,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7322,2017-09-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7323,2017-09-27,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7324,2017-09-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7325,2017-09-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7326,2017-09-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7328,2017-09-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7329,2017-09-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7331,2017-09-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7332,2017-09-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7333,2017-09-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7334,2017-09-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7335,2017-09-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7339,2017-09-29,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7342,2017-09-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
7343,2017-09-29,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7344,2017-09-29,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7345,2017-09-29,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7349,2017-09-29,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7350,2017-09-29,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7351,2017-10-02,Nucleated,,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7352,2017-10-02,Nucleated,,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7354,2017-10-02,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7355,2017-10-02,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7357,2017-10-02,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7360,2017-10-02,nucleus_present,1100.0,21.0,Nucleated,Chrna2-Cre_OE25
7361,2017-10-02,nucleus_present,1400.0,21.0,Nucleated,Chrna2-Cre_OE25
7362,2017-10-02,nucleus_present,3000.0,21.0,Nucleated,Chrna2-Cre_OE25
7364,2017-10-02,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7365,2017-10-02,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7367,2017-10-02,nucleus_present,930.0,21.0,Nucleated,Gad2-IRES-Cre
7371,2017-10-03,nucleus_visible,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7373,2017-10-03,nucleus_visible,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7375,2017-10-03,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7377,2017-10-03,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7378,2017-10-03,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7379,2017-10-03,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7381,2017-10-03,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7382,2017-10-03,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7383,2017-10-03,nucleus_present,2300.0,21.0,Nucleated,Gad2-IRES-Cre
7385,2017-10-03,nucleus_present,2500.0,21.0,Nucleated,Chrna2-Cre_OE25
7389,2017-10-03,nucleus_present,1700.0,21.0,Nucleated,Oxtr-T2A-Cre
7390,2017-10-03,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7392,2017-10-03,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7393,2017-10-03,nucleus_present,2000.0,21.0,Nucleated,Chrna2-Cre_OE25
7394,2017-10-03,nucleus_present,600.0,21.0,Nucleated,Chrna2-Cre_OE25
7396,2017-10-03,nucleus_visible,2000.0,21.0,Nucleated,Oxtr-T2A-Cre
7400,2017-10-03,nucleus_present,3000.0,21.0,Nucleated,Nr5a1-Cre
7402,2017-10-03,nucleus_present,2500.0,21.0,Nucleated,Gad2-IRES-Cre
7403,2017-10-03,nucleus_present,1500.0,21.0,Nucleated,Oxtr-T2A-Cre
7405,2017-10-03,nucleus_visible,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7408,2017-10-03,nucleus_present,500.0,21.0,Nucleated,Nr5a1-Cre
7411,2017-10-04,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7415,2017-10-04,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7417,2017-10-04,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7418,2017-10-04,nucleus_present,2000.0,21.0,Nucleated,Oxtr-T2A-Cre
7419,2017-10-04,nucleus_present,1500.0,21.0,Nucleated,Oxtr-T2A-Cre
7420,2017-10-04,nucleus_present,3000.0,21.0,Nucleated,Oxtr-T2A-Cre
7421,2017-10-04,nucleus_present,2000.0,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7424,2017-10-04,nucleus_present,3000.0,21.0,Nucleated,Gad2-IRES-Cre
7425,2017-10-04,nucleus_present,1500.0,21.0,Nucleated,Gad2-IRES-Cre
7426,2017-10-04,nucleus_present,1100.0,21.0,Nucleated,Gad2-IRES-Cre
7427,2017-10-04,nucleus_present,2000.0,21.0,Nucleated,Oxtr-T2A-Cre
7429,2017-10-04,nucleus_present,2000.0,21.0,Nucleated,Oxtr-T2A-Cre
7430,2017-10-04,nucleus_present,2000.0,21.0,Nucleated,Oxtr-T2A-Cre
7431,2017-10-04,nucleus_present,1800.0,21.0,Nucleated,Oxtr-T2A-Cre
7432,2017-10-04,nucleus_present,2500.0,21.0,Nucleated,Oxtr-T2A-Cre
7433,2017-10-04,nucleus_present,1700.0,21.0,Nucleated,Nr5a1-Cre
7435,2017-10-04,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7436,2017-10-04,nucleus_present,822.0,21.0,Nucleated,Gad2-IRES-Cre
7439,2017-10-04,nucleus_present,3000.0,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7444,2017-10-04,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7448,2017-10-05,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7451,2017-10-05,nucleus_present,1200.0,21.0,Nucleated,Gad2-IRES-Cre
7453,2017-10-05,nucleus_present,1800.0,21.0,Nucleated,Gad2-IRES-Cre
7456,2017-10-05,nucleus_present,980.0,21.0,Nucleated,Oxtr-T2A-Cre
7458,2017-10-05,nucleus_present,2000.0,21.0,Nucleated,Oxtr-T2A-Cre
7470,2017-10-06,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7475,2017-10-06,nucleus_present,3000.0,21.0,Nucleated,Oxtr-T2A-Cre
7477,2017-10-06,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7478,2017-10-06,nucleus_present,1000.0,21.0,Nucleated,Oxtr-T2A-Cre
7485,2017-10-09,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7494,2017-10-09,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7498,2017-10-09,nucleus_present,1200.0,21.0,Nucleated,Vip-IRES-Cre
7500,2017-10-09,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7501,2017-10-09,nucleus_present,3000.0,21.0,Nucleated,Vip-IRES-Cre
7503,2017-10-09,nucleus_present,1000.0,21.0,Nucleated,Ndnf-IRES2-dgCre
7504,2017-10-09,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7505,2017-10-09,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7510,2017-10-10,nucleus_present,1000.0,21.0,Nucleated,Scnn1a-Tg3-Cre
7511,2017-10-10,nucleus_present,1000.0,21.0,Nucleated,Vip-IRES-Cre
7515,2017-10-10,nucleus_present,1200.0,21.0,Nucleated,Scnn1a-Tg3-Cre
7517,2017-10-10,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7519,2017-10-10,nucleus_present,1200.0,21.0,Nucleated,Ndnf-IRES2-dgCre
7524,2017-10-10,nucleus_present,1000.0,21.0,Nucleated,Ndnf-IRES2-dgCre
7526,2017-10-11,nucleus_present,1000.0,21.0,Nucleated,Sim1-Cre_KJ18
7528,2017-10-11,nucleus_present,1000.0,21.0,Nucleated,Vip-IRES-Cre
7532,2017-10-11,nucleus_present,2000.0,21.0,Nucleated,Vip-IRES-Cre
7534,2017-10-11,nucleus_present,1000.0,21.0,Nucleated,Sim1-Cre_KJ18
7537,2017-10-11,nucleus_present,1000.0,21.0,Nucleated,Sim1-Cre_KJ18
7538,2017-10-11,nucleus_present,1000.0,21.0,Nucleated,Sim1-Cre_KJ18
7545,2017-10-13,nucleus_present,1500.0,21.0,Nucleated,Gad2-IRES-Cre
7546,2017-10-13,nucleus_present,700.0,21.0,Nucleated,Gad2-IRES-Cre
7550,2017-10-13,nucleus_present,2000.0,21.0,Nucleated,Gad2-IRES-Cre
7551,2017-10-13,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7553,2017-10-13,nucleus_present,1000.0,21.0,Nucleated,Gad2-IRES-Cre
7555,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Nr5a1-Cre
7556,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Pdyn-T2A-CreERT2
7560,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7561,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7564,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7566,2017-10-16,nucleus_present,1500.0,21.0,Nucleated,Chrna2-Cre_OE25
7572,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7573,2017-10-16,nucleus_present,2000.0,21.0,Nucleated,Pdyn-T2A-CreERT2
7574,2017-10-16,nucleus_present,2000.0,21.0,Nucleated,Nr5a1-Cre
7575,2017-10-16,nucleus_present,2000.0,21.0,Nucleated,Nr5a1-Cre
7576,2017-10-16,nucleus_present,2000.0,21.0,Nucleated,Chrna2-Cre_OE25
7577,2017-10-16,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7580,2017-10-17,nucleus_present,1500.0,21.0,Nucleated,Chrna2-Cre_OE25
7582,2017-10-17,nucleus_present,1000.0,21.0,Nucleated,Pdyn-T2A-CreERT2
7586,2017-10-18,nucleus_present,1000.0,21.0,Nucleated,Chrna2-Cre_OE25
7595,2017-10-18,nucleus_present,1000.0,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7596,2017-10-18,nucleus_present,1000.0,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
4996,2017-04-20,Partial-Nucleus,,21.0,Partial nucleated,Vip-IRES-Cre
5021,2017-04-21,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5047,2017-04-24,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5135,2017-04-27,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5169,2017-04-28,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5171,2017-04-28,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5188,2017-05-01,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5190,2017-05-01,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5202,2017-05-01,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5203,2017-05-01,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5205,2017-05-01,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5219,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5221,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5224,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5228,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5232,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5239,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5240,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5241,2017-05-02,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre-neo
5257,2017-05-03,Partial-Nucleus,,21.0,Partial nucleated,Scnn1a-Tg2-Cre
5275,2017-05-03,Partial-Nucleus,,21.0,Partial nucleated,Chat-IRES-Cre-neo
5284,2017-05-04,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5288,2017-05-04,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5297,2017-05-04,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5299,2017-05-04,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5302,2017-05-04,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5304,2017-05-04,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5329,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5330,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5332,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5335,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5336,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5340,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5341,2017-05-05,Partial-Nucleus,,21.0,Partial nucleated,Nr5a1-Cre
5352,2017-05-10,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5353,2017-05-10,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5364,2017-05-10,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5367,2017-05-10,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5368,2017-05-10,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5371,2017-05-10,Partial-Nucleus,,21.0,Partial nucleated,Rorb-IRES2-Cre
5382,2017-05-11,Partial-Nucleus,,21.0,Partial nucleated,Cux2-CreERT2
5387,2017-05-11,Partial-Nucleus,,21.0,Partial nucleated,Cux2-CreERT2
5398,2017-05-11,Partial-Nucleus,,21.0,Partial nucleated,Cux2-CreERT2
5413,2017-05-12,Partial-Nucleus,,21.0,Partial nucleated,Cux2-CreERT2
5420,2017-05-12,Partial-Nucleus,,21.0,Partial nucleated,Cux2-CreERT2
5423,2017-05-12,Partial-Nucleus,,21.0,Partial nucleated,Cux2-CreERT2
5435,2017-05-15,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5441,2017-05-15,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5446,2017-05-15,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5472,2017-05-16,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5480,2017-05-17,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5491,2017-05-17,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5492,2017-05-17,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5502,2017-05-17,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5503,2017-05-17,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5514,2017-05-18,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5515,2017-05-18,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5520,2017-05-18,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5528,2017-05-18,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5535,2017-05-18,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5540,2017-05-18,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5547,2017-05-19,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5550,2017-05-19,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5577,2017-05-22,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5590,2017-05-23,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5610,2017-05-23,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5611,2017-05-23,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5612,2017-05-23,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5613,2017-05-23,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5630,2017-05-25,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5642,2017-05-25,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5646,2017-05-25,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5656,2017-05-26,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5658,2017-05-26,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5668,2017-05-26,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5671,2017-05-26,Partial-Nucleus,,21.0,Partial nucleated,Slc32a1-IRES-Cre
5685,2017-06-01,Partial-Nucleus,,21.0,Partial nucleated,Vip-IRES-Cre
5722,2017-06-02,Partial-Nucleus,,21.0,Partial nucleated,Vip-IRES-Cre
5724,2017-06-02,Partial-Nucleus,,21.0,Partial nucleated,Vip-IRES-Cre
5732,2017-06-05,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5738,2017-06-05,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5739,2017-06-05,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5742,2017-06-05,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5744,2017-06-05,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5757,2017-06-06,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5763,2017-06-06,Partial-Nucleus,,21.0,Partial nucleated,Pvalb-IRES-Cre
5783,2017-06-08,Partial-Nucleus,,21.0,Partial nucleated,Vip-IRES-Cre
5793,2017-06-09,Partial-Nucleus,,21.0,Partial nucleated,Chat-IRES-Cre-neo
5796,2017-06-09,Partial-Nucleus,,21.0,Partial nucleated,Chat-IRES-Cre-neo
5803,2017-06-09,Partial-Nucleus,,21.0,Partial nucleated,Chat-IRES-Cre-neo
5804,2017-06-09,Partial-Nucleus,,21.0,Partial nucleated,Chat-IRES-Cre-neo
5814,2017-06-12,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5832,2017-06-12,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5834,2017-06-12,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5839,2017-06-13,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5854,2017-06-13,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
5855,2017-06-13,Partial-Nucleus,,21.0,Partial nucleated,Gad2-IRES-Cre
