,Date,Post patch?,Post patch pipette R,PCR cycles,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Picogreen conc. (pg/uL),Picogreen yield (pg),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC_PF,recording duration,post patch class
2334,2017-05-26,Partial-Nucleus,,21.0,2.21666667,0.0,4.78333333,1141.0,,1559.0,0.77,pass,2.56666666,Partial nucleated
2337,2017-05-26,Partial-Nucleus,,21.0,1.41666667,0.0,4.5,1318.0,,753.0,0.47,pass,3.08333333,Partial nucleated
2351,2017-06-01,Partial-Nucleus,,21.0,1.816666667,0.0,3.816666667,741.0,,893.0,0.68,pass,2.0,Partial nucleated
2388,2017-06-02,Partial-Nucleus,,21.0,2.15,0.0,5.46666667,485.0,,192.0,0.28,fail,3.31666667,Partial nucleated
2390,2017-06-02,Partial-Nucleus,,21.0,1.33333333,0.0,2.75,400.0,,213.0,0.44,fail,1.41666667,Partial nucleated
2398,2017-06-05,Partial-Nucleus,,21.0,1.9,0.0,3.983333333,372.0,,275.0,0.59,fail,2.083333333,Partial nucleated
2404,2017-06-05,Partial-Nucleus,,21.0,1.95,0.0,4.366666667,838.0,,833.0,0.7,pass,2.416666667,Partial nucleated
2405,2017-06-05,Partial-Nucleus,,21.0,1.966666667,0.0,4.916666667,998.0,,964.0,0.67,pass,2.95,Partial nucleated
2408,2017-06-05,Partial-Nucleus,,21.0,2.13333333,0.0,6.61666667,1128.0,,1028.0,0.7,pass,4.48333334,Partial nucleated
2410,2017-06-05,Partial-Nucleus,,21.0,2.38333333,0.0,6.46666667,2939.0,,3015.0,0.85,pass,4.08333334,Partial nucleated
2423,2017-06-06,Partial-Nucleus,,21.0,1.966666667,0.0,6.1,455.0,,366.0,0.67,fail,4.133333333,Partial nucleated
2429,2017-06-06,Partial-Nucleus,,21.0,1.88333333,0.0,6.8,1159.0,,1119.0,0.57,pass,4.91666667,Partial nucleated
2449,2017-06-08,Partial-Nucleus,,21.0,1.916666667,0.0,4.366666667,642.0,,603.0,0.62,pass,2.45,Partial nucleated
2459,2017-06-09,Partial-Nucleus,,21.0,1.95,0.0,5.116666667,269.0,,268.0,0.52,fail,3.166666667,Partial nucleated
2462,2017-06-09,Partial-Nucleus,,21.0,2.116666667,0.0,4.483333333,362.0,,267.0,0.5,fail,2.366666666,Partial nucleated
2469,2017-06-09,Partial-Nucleus,,21.0,1.75,0.0,6.0,1743.0,,1635.0,0.55,pass,4.25,Partial nucleated
2470,2017-06-09,Partial-Nucleus,,21.0,2.16666667,0.0,5.83333333,1383.0,,1120.0,0.6,pass,3.66666666,Partial nucleated
2480,2017-06-12,Partial-Nucleus,,21.0,2.016666667,0.0,5.066666667,848.0,,1401.0,0.66,pass,3.05,Partial nucleated
2498,2017-06-12,Partial-Nucleus,,21.0,2.45,0.0,5.633333333,687.0,,641.0,0.44,pass,3.183333333,Partial nucleated
2500,2017-06-12,Partial-Nucleus,,21.0,1.95,0.0,3.983333333,1800.0,,1301.0,0.31,pass,2.033333333,Partial nucleated
2505,2017-06-13,Partial-Nucleus,,21.0,2.1,0.0,4.633333333,125.0,,147.0,0.33,fail,2.533333333,Partial nucleated
2520,2017-06-13,Partial-Nucleus,,21.0,2.81666667,0.0,6.48333333,506.0,,729.0,0.52,pass,3.66666666,Partial nucleated
2521,2017-06-13,Partial-Nucleus,,21.0,3.38333333,0.0,7.01666667,440.0,,543.0,0.44,fail,3.63333334,Partial nucleated
2532,2017-06-14,Partial-Nucleus,,21.0,2.65,0.0,6.11666667,808.0,,1552.0,0.58,pass,3.46666667,Partial nucleated
2539,2017-06-16,Partial-Nucleus,,21.0,1.916666667,0.0,4.783333333,663.0,,1639.0,0.67,pass,2.866666666,Partial nucleated
2542,2017-06-16,Partial-Nucleus,,21.0,1.1,0.0,5.116666667,511.0,,978.0,0.66,pass,4.016666667,Partial nucleated
2562,2017-06-19,Partial-Nucleus,,21.0,1.3,0.0,5.83333333,657.0,,1328.0,0.73,pass,4.53333333,Partial nucleated
2564,2017-06-19,Partial-Nucleus,,21.0,2.01666667,0.0,4.53333333,757.0,,1368.0,0.67,pass,2.51666666,Partial nucleated
2583,2017-06-20,Partial-Nucleus,,21.0,2.28333333,0.0,6.15,1904.0,,1979.0,0.64,pass,3.86666667,Partial nucleated
2584,2017-06-20,Partial-Nucleus,,21.0,1.4,0.0,4.3,866.0,,1489.0,0.72,pass,2.9,Partial nucleated
2585,2017-06-20,Partial-Nucleus,,21.0,1.43333333,0.0,3.35,226.0,,277.0,0.45,fail,1.91666667,Partial nucleated
2589,2017-06-20,Partial-Nucleus,,21.0,1.78333333,0.0,4.66666667,,,1330.0,0.57,pass,2.88333334,Partial nucleated
2605,2017-06-21,Partial-Nucleus,,21.0,1.866666667,0.0,5.15,835.0,,1099.8,0.77,pass,3.283333333,Partial nucleated
2619,2017-06-21,Partial-Nucleus,,21.0,2.9,0.0,7.15,857.0,,1084.7,0.65,pass,4.25,Partial nucleated
2637,2017-06-22,Partial-Nucleus,,21.0,1.15,0.0,4.9,504.0,,9.0,1.0,fail,3.75,Partial nucleated
2652,2017-06-22,Partial-Nucleus,,21.0,1.75,0.0,6.4,1092.0,,1270.0,0.72,pass,4.65,Partial nucleated
2684,2017-06-23,Partial-Nucleus,,21.0,1.25,0.0,3.88333333,631.0,,1213.0,0.62,pass,2.63333333,Partial nucleated
2690,2017-06-23,Partial-Nucleus,,21.0,1.2,0.0,3.98333333,1094.0,,2096.0,0.66,pass,2.78333333,Partial nucleated
2710,2017-06-26,Partial-Nucleus,,21.0,1.133333333,0.0,2.9,883.0,,1458.0,0.63,pass,1.766666667,Partial nucleated
2734,2017-06-27,Partial-Nucleus,,21.0,2.033333333,0.0,4.05,806.0,,1730.0,0.72,pass,2.016666667,Partial nucleated
2735,2017-06-27,Partial-Nucleus,,21.0,2.333333333,0.0,4.266666667,596.0,,1201.0,0.53,pass,1.933333334,Partial nucleated
2779,2017-06-28,Partial-Nucleus,,21.0,0.83333333,0.0,4.03333333,1213.0,,2900.3,0.58,pass,3.2,Partial nucleated
2888,2017-07-05,Partial-Nucleus,,21.0,1.05,0.0,2.933333333,629.0,,1531.7,0.76,pass,1.883333333,Partial nucleated
2899,2017-07-05,Partial-Nucleus,,21.0,0.86666667,0.0,4.26666667,1123.0,,3726.6,0.85,pass,3.4,Partial nucleated
2999,2017-07-10,Partial-Nucleus,,21.0,0.416666667,0.0,8.683333333,96.0,,601.0,0.79,fail,8.266666666,Partial nucleated
3012,2017-07-10,Partial-Nucleus,,21.0,1.08333333,0.0,10.0833333,368.0,,1334.0,0.66,pass,8.99999997,Partial nucleated
3017,2017-07-10,Partial-Nucleus,,21.0,0.43333333,0.0,2.83333333,327.0,,1750.0,0.84,pass,2.4,Partial nucleated
3020,2017-07-10,Partial-Nucleus,,21.0,1.25,0.0,5.15,48.0,,243.0,0.96,fail,3.9,Partial nucleated
3021,2017-07-10,Partial-Nucleus,,21.0,0.36666667,0.0,4.93333333,28.0,,281.0,0.98,fail,4.56666666,Partial nucleated
3052,2017-07-12,Partial-Nucleus,,21.0,2.3,0.0,11.3666667,299.0,,1092.0,0.65,pass,9.0666667,Partial nucleated
3096,2017-07-14,Partial-Nucleus,,21.0,0.9,0.0,4.1,403.0,,732.0,0.64,pass,3.2,Partial nucleated
3097,2017-07-14,Partial-Nucleus,,21.0,1.48333333,0.0,4.06666667,458.0,,1369.0,0.75,pass,2.58333334,Partial nucleated
3118,2017-07-17,Partial-Nucleus,,21.0,1.66666667,0.0,7.16666667,643.0,,3159.0,0.79,pass,5.5,Partial nucleated
3135,2017-07-18,Partial-Nucleus,,21.0,0.416666667,0.0,9.85,324.0,,1362.0,0.73,pass,9.433333333,Partial nucleated
3158,2017-07-19,Partial-Nucleus,,21.0,0.9,0.0,10.33333333,523.0,,2551.0,0.73,pass,9.43333333,Partial nucleated
3191,2017-07-20,Partial-Nucleus,,21.0,0.783333333,0.0,10.05,330.0,,1058.0,0.53,pass,9.266666667,Partial nucleated
3195,2017-07-20,Partial-Nucleus,,21.0,0.35,0.0,4.966666667,106.0,,222.0,0.46,fail,4.616666667,Partial nucleated
3196,2017-07-20,Partial-Nucleus,,21.0,0.85,0.0,11.16666667,590.0,,1659.0,0.57,pass,10.31666667,Partial nucleated
3206,2017-07-20,Partial-Nucleus,,21.0,1.18333333,0.0,3.46666667,447.0,,1807.0,0.77,pass,2.28333334,Partial nucleated
3265,2017-07-24,Partial-Nucleus,,21.0,0.96666667,0.0,10.4,962.0,,3459.0,0.82,pass,9.43333333,Partial nucleated
3276,2017-07-24,Partial-Nucleus,,21.0,1.28333333,0.0,8.76666667,279.0,,1257.0,0.78,pass,7.48333334,Partial nucleated
3287,2017-07-25,Partial-Nucleus,,21.0,0.516666667,0.0,10.2,392.0,,1820.0,0.84,pass,9.683333333,Partial nucleated
3302,2017-07-25,Partial-Nucleus,,21.0,0.73333333,0.0,4.48333333,366.0,,1319.0,0.81,pass,3.75,Partial nucleated
3320,2017-07-26,Partial-Nucleus,,21.0,1.0,0.0,11.33333333,1022.0,,1094.0,0.69,pass,10.33333333,Partial nucleated
3329,2017-07-26,Partial-Nucleus,,21.0,0.55,0.0,5.31666667,3039.0,,3324.0,0.76,pass,4.76666667,Partial nucleated
3342,2017-07-26,Partial-Nucleus,,21.0,0.8,0.0,10.2833333,2334.0,,2210.0,0.63,pass,9.4833333,Partial nucleated
3343,2017-07-26,Partial-Nucleus,,21.0,0.21666667,0.0,7.63333333,1354.0,,516.0,0.5,pass,7.41666666,Partial nucleated
3367,2017-07-27,Partial-Nucleus,,21.0,0.33333333,0.0,11.1833333,702.0,,595.0,0.54,pass,10.84999997,Partial nucleated
3368,2017-07-27,Partial-Nucleus,,21.0,0.35,0.0,9.25,1458.0,,1379.0,0.7,pass,8.9,Partial nucleated
3388,2017-07-28,Partial-Nucleus,,21.0,1.06666667,0.0,4.93333333,1271.0,,1139.0,0.62,pass,3.86666666,Partial nucleated
3407,2017-07-28,Partial-Nucleus,,21.0,0.75,0.0,9.9,2315.0,,2781.0,0.71,pass,9.15,Partial nucleated
3447,2017-08-01,Partial-Nucleus,,21.0,2.016666667,0.0,9.083333333,1448.0,,858.0,0.37,na,7.066666666,Partial nucleated
3463,2017-08-01,Partial-Nucleus,,21.0,0.81666667,0.0,8.25,5132.0,,0.0,,pass,7.43333333,Partial nucleated
3487,2017-08-02,Partial-Nucleus,,21.0,2.28333333,0.0,8.08333333,733.0,,608.0,0.42,fail,5.8,Partial nucleated
3494,2017-08-03,Partial-Nucleus,,21.0,0.58333333,0.0,9.53333333,2833.0,,5670.0,0.74,pass,8.95,Partial nucleated
3495,2017-08-03,Partial-Nucleus,,21.0,0.46666667,0.0,8.38333333,2509.0,,2436.0,0.61,pass,7.91666666,Partial nucleated
3501,2017-08-03,Partial-Nucleus,,21.0,1.7,0.0,6.1,1989.0,,3974.0,0.69,pass,4.4,Partial nucleated
3532,2017-08-07,Partial-Nucleus,,21.0,0.9,0.0,11.3666667,1690.0,,2172.0,0.59,pass,10.4666667,Partial nucleated
3537,2017-08-07,Partial-Nucleus,,21.0,0.83333333,0.0,9.06666667,1496.0,,2598.0,0.54,pass,8.23333334,Partial nucleated
3550,2017-08-07,Partial-Nucleus,,21.0,1.61666667,0.0,14.45,925.0,,480.0,0.36,pass,12.83333333,Partial nucleated
3552,2017-08-07,Partial-Nucleus,,21.0,0.8,0.0,13.45,1779.0,,2612.0,0.69,pass,12.65,Partial nucleated
3573,2017-08-08,Partial-Nucleus,,21.0,1.15,0.0,9.26666667,2105.0,,1243.0,0.56,pass,8.11666667,Partial nucleated
3579,2017-08-08,Partial-Nucleus,,21.0,1.05,0.0,7.83333333,2786.0,,2149.0,0.66,pass,6.78333333,Partial nucleated
3589,2017-08-08,Partial-Nucleus,,21.0,0.13333333,0.0,5.41666667,2060.0,,1398.0,0.63,pass,5.28333334,Partial nucleated
3591,2017-08-08,Partial-Nucleus,,21.0,1.91666667,0.0,13.0,1247.0,,1265.0,0.67,pass,11.08333333,Partial nucleated
3592,2017-08-08,Partial-Nucleus,,21.0,0.48333333,0.0,10.4333333,1476.0,,1101.0,0.73,pass,9.94999997,Partial nucleated
3595,2017-08-08,Partial-Nucleus,,21.0,2.08333333,0.0,13.5833333,995.0,,572.0,0.46,pass,11.49999997,Partial nucleated
3596,2017-08-08,Partial-Nucleus,,21.0,0.93333333,0.0,12.95,633.0,,335.0,0.46,fail,12.01666667,Partial nucleated
3620,2017-08-09,Partial-Nucleus,,21.0,1.21666667,0.0,8.96666667,2517.0,,1630.0,0.64,pass,7.75,Partial nucleated
3659,2017-08-11,Partial-Nucleus,,21.0,0.783333333,0.0,11.95,3562.0,,2904.0,0.68,pass,11.166666667,Partial nucleated
3678,2017-08-17,Partial-Nucleus,,21.0,1.31666667,0.0,10.8333333,3707.0,,2692.0,0.74,pass,9.51666663,Partial nucleated
3679,2017-08-17,Partial-Nucleus,,21.0,1.35,0.0,10.4166667,3011.0,,2611.0,0.67,pass,9.0666667,Partial nucleated
3705,2017-08-21,Partial-Nucleus,,21.0,0.26666667,0.0,9.96666667,724.0,,995.0,0.51,pass,9.7,Partial nucleated
3708,2017-08-23,Partial-Nucleus,,21.0,0.86666667,0.0,11.5833333,783.0,,1551.0,0.72,pass,10.71666663,Partial nucleated
3709,2017-08-23,Partial-Nucleus,,21.0,0.6,0.0,11.3833333,831.0,,1761.0,0.77,pass,10.7833333,Partial nucleated
3712,2017-08-23,Partial-Nucleus,,21.0,0.28333333,0.0,9.25,578.0,,1191.0,0.74,pass,8.96666667,Partial nucleated
3727,2017-08-24,Partial-Nucleus,,21.0,0.56666667,0.0,10.75,9.0,,16.0,0.34,fail,10.18333333,Partial nucleated
3732,2017-08-24,Partial-Nucleus,,21.0,0.16666667,0.0,10.45,524.0,,950.0,0.78,pass,10.28333333,Partial nucleated
3743,2017-08-25,Partial-Nucleus,,21.0,0.16666667,0.0,10.7333333,973.0,,1408.0,0.53,pass,10.56666663,Partial nucleated
3751,2017-08-28,Partial-Nucleus,,21.0,0.11666667,0.0,7.63333333,286.0,,441.0,0.7,pass,7.51666666,Partial nucleated
3753,2017-08-28,Partial-Nucleus,,21.0,0.35,0.0,11.7166667,420.0,,733.0,0.58,pass,11.3666667,Partial nucleated
3761,2017-08-29,Partial-Nucleus,,21.0,0.45,0.0,4.7,135.0,,156.0,92.0,pass,4.25,Partial nucleated
3762,2017-08-30,Partial-Nucleus,,21.0,0.55,0.0,10.3833333,323.0,,371.0,415.0,pass,9.8333333,Partial nucleated
3795,2017-09-01,Partial-Nucleus,,21.0,1.03333333,0.0,12.2,743.0,,781.0,0.4,pass,11.16666667,Partial nucleated
3815,2017-09-11,Partial-Nucleus,,21.0,0.81666667,0.0,7.2,946.0,11353.0,615.912,,pass,6.38333333,Partial nucleated
3818,2017-09-11,Partial-Nucleus,,21.0,2.41666667,0.0,5.18333333,1173.0,14072.0,384.705,,pass,2.76666666,Partial nucleated
3824,2017-09-13,Partial-Nucleus,,21.0,0.4,0.0,8.33333333,477.0,5727.0,306.528,,pass,7.93333333,Partial nucleated
3828,2017-09-13,Partial-Nucleus,,21.0,1.13333333,0.0,10.6,1235.0,14825.0,884.376,,pass,9.46666667,Partial nucleated
3833,2017-09-14,Partial-Nucleus,,21.0,1.11666667,0.0,9.06666667,1367.0,16399.0,825.531,,pass,7.95,Partial nucleated
3843,2017-09-15,Partial-Nucleus,,21.0,0.68333333,0.0,8.95,911.0,10931.0,369.843,,pass,8.26666667,Partial nucleated
3850,2017-09-18,Partial-Nucleus,,21.0,0.16666667,0.0,10.1666667,1428.0,17140.0,104.852,,fail,10.00000003,Partial nucleated
3851,2017-09-18,Partial-Nucleus,,21.0,0.46666667,0.0,4.78333333,1099.0,13184.0,406.215,,pass,4.31666666,Partial nucleated
3858,2017-09-18,Partial-Nucleus,,21.0,0.183333333,0.0,7.75,2272.0,27264.0,738.123,,pass,7.566666667,Partial nucleated
3883,2017-09-20,Partial-Nucleus,,21.0,0.316666667,0.0,8.083333333,1329.0,15946.0,608.01,,pass,7.766666666,Partial nucleated
3909,2017-09-21,Partial-Nucleus,,21.0,0.283333333,0.0,6.133333333,1005.0,12058.0,405.216,,pass,5.85,Partial nucleated
3928,2017-09-22,Partial-Nucleus,,21.0,0.71666667,0.0,5.1,1500.0,17994.0,858.845,,pass,4.38333333,Partial nucleated
3939,2017-09-22,Partial-Nucleus,,21.0,4.33333333,0.0,14.1,2367.0,28409.0,621.55,,pass,9.76666667,Partial nucleated
3943,2017-09-25,Partial-Nucleus,,21.0,0.266666667,0.0,9.1,538.0,6460.0,79.992,,fail,8.833333333,Partial nucleated
3948,2017-09-25,Partial-Nucleus,,21.0,0.33333333,0.0,8.38333333,797.0,9567.0,94.05,,fail,8.05,Partial nucleated
3955,2017-09-26,Partial-Nucleus,,21.0,0.53333333,0.0,9.28333333,501.0,6012.0,155.55,,pass,8.75,Partial nucleated
3973,2017-09-26,Partial-Nucleus,,21.0,0.53333333,0.0,14.1666667,915.0,10981.0,168.4,,pass,13.63333337,Partial nucleated
4073,2017-10-03,nucleus_present,300.0,21.0,0.683333333,1.85,10.6,972.0,11658.0,315.99,,pass,8.066666667,Partial nucleated
4075,2017-10-03,nucleus_present,300.0,21.0,0.883333333,1.283333333,7.016666667,969.0,11623.0,775.816,,pass,4.850000001,Partial nucleated
4104,2017-10-04,nucleus_present,30.0,21.0,0.43333333,4.33333333,13.2166667,1757.0,21081.0,978.558,,pass,8.45000004,Partial nucleated
4106,2017-10-04,nucleus_present,250.0,21.0,0.48333333,3.55,14.35,1622.0,19469.0,416.162,,pass,10.31666667,Partial nucleated
4107,2017-10-04,nucleus_present,50.0,21.0,1.7,2.51666667,12.65,1152.0,13825.0,383.346,,pass,8.43333333,Partial nucleated
4109,2017-10-04,nucleus_present,70.0,21.0,1.25,1.16666667,8.88333333,3426.0,41111.0,992.299,,pass,6.46666666,Partial nucleated
4111,2017-10-05,nucleus_present,150.0,21.0,0.55,3.01666667,7.0,2451.0,29412.0,591.756,,pass,3.43333333,Partial nucleated
4112,2017-10-05,nucleus_present,150.0,21.0,0.65,0.86666667,6.55,940.0,11284.0,214.963,,pass,5.03333333,Partial nucleated
4118,2017-10-05,nucleus_present,150.0,21.0,0.46666667,2.55,9.73333333,2253.0,27039.0,782.1,,pass,6.71666666,Partial nucleated
4125,2017-10-05,nucleus_present,4.0,21.0,0.48333333,1.93333333,8.71666667,1461.0,17533.0,684.9,,pass,6.30000001,Partial nucleated
4126,2017-10-05,nucleus_present,300.0,21.0,0.3,1.88333333,9.18333333,1635.0,19616.0,792.085,,pass,7.0,Partial nucleated
4127,2017-10-05,nucleus_present,300.0,21.0,0.68333333,1.08333333,8.95,1299.0,15587.0,242.498,,pass,7.18333334,Partial nucleated
4135,2017-10-06,nucleus_present,200.0,21.0,0.25,3.25,10.95,893.0,10712.0,209.346,,pass,7.45,Partial nucleated
4138,2017-10-06,nucleus_present,200.0,21.0,0.28333333,1.05,7.63333333,2283.0,27396.0,731.808,,pass,6.3,Partial nucleated
4148,2017-10-06,nucleus_present,100.0,21.0,1.76666667,1.91666667,10.7,2399.0,28784.0,272.214,,pass,7.01666666,Partial nucleated
4149,2017-10-06,nucleus_present,50.0,21.0,0.96666667,1.23333333,9.86666667,2779.0,33349.0,933.249,,pass,7.66666667,Partial nucleated
4159,2017-10-09,nucleus_present,100.0,21.0,0.8,1.18333333,7.1,1799.0,21593.0,247.485,,pass,5.11666667,Partial nucleated
4187,2017-10-10,nucleus_present,300.0,21.0,2.75,0.28333333,11.95,2280.0,27360.0,561.614,,pass,8.91666667,Partial nucleated
4191,2017-10-10,nucleus_present,400.0,21.0,2.01666667,0.55,13.45,1519.0,18230.0,821.6,,pass,10.88333333,Partial nucleated
4196,2017-10-11,nucleus_present,50.0,21.0,0.23333333,1.33333333,10.45,3051.0,36615.0,682.792,,pass,8.88333334,Partial nucleated
4206,2017-10-12,nucleus_present,50.0,21.0,0.46666667,1.85,10.2333333,491.0,5894.0,157.826,,fail,7.91666663,Partial nucleated
4207,2017-10-12,nucleus_present,50.0,21.0,0.45,0.95,8.83333333,802.0,9630.0,85.086,,fail,7.43333333,Partial nucleated
4223,2017-10-16,nucleus_present,10.0,21.0,0.36666667,0.81666667,8.65,1643.0,19710.0,399.52,,pass,7.46666666,Partial nucleated
4225,2017-10-16,nucleus_present,30.0,21.0,0.53333333,2.21666667,11.85,2554.0,30642.0,319.84,,pass,9.1,Partial nucleated
4234,2017-10-16,nucleus_present,3.0,21.0,0.75,2.95,9.53333333,364.0,4372.0,65.844,,fail,5.83333333,Partial nucleated
4235,2017-10-16,nucleus_present,3.6,21.0,0.58333333,2.35,9.21666667,1098.0,13180.0,159.027,,pass,6.28333334,Partial nucleated
4237,2017-10-16,nucleus_present,6.0,21.0,0.66666667,1.41666667,9.16666667,901.0,10816.0,466.56,,pass,7.08333333,Partial nucleated
4250,2017-10-18,nucleus_present,10.0,21.0,1.26666667,3.98333333,11.3666667,532.0,6384.0,130.186,,fail,6.1166667,Partial nucleated
4259,2017-10-18,nucleus_present,20.0,21.0,0.58333333,1.3,9.45,1668.0,20017.0,265.732,,pass,7.56666667,Partial nucleated
4264,2017-10-18,nucleus_present,300.0,21.0,1.01666667,3.46666667,13.2166667,1352.0,16228.0,459.351,,pass,8.73333336,Partial nucleated
4270,2017-10-19,nucleus_present,400.0,21.0,0.5,3.3,13.1333333,2387.0,28642.0,656.6,,pass,9.3333333,Partial nucleated
4272,2017-10-19,nucleus_present,5.5,21.0,0.91666667,2.6,9.0,2028.0,24333.0,389.425,,fail,5.48333333,Partial nucleated
4281,2017-10-20,nucleus_present,10.0,21.0,0.3,1.03333333,9.76666667,2903.0,34830.0,729.69,,pass,8.43333334,Partial nucleated
4283,2017-10-20,nucleus_present,100.0,21.0,0.55,5.85,12.25,3427.0,41118.0,175.068,,fail,5.85,Partial nucleated
4287,2017-10-20,nucleus_present,4.1,21.0,0.63333333,2.71666667,9.28333333,1420.0,17044.0,213.378,,fail,5.93333333,Partial nucleated
4304,2017-10-23,nucleus_present,400.0,21.0,0.38333333,4.01666667,11.7666667,2363.0,28358.0,401.076,,pass,7.3666667,Partial nucleated
4311,2017-10-24,nucleus_present,10.0,21.0,0.7,1.56666667,10.8,712.0,8539.0,190.302,,pass,8.53333333,Partial nucleated
4314,2017-10-24,nucleus_present,50.0,21.0,1.48333333,4.13333333,14.0166667,2044.0,24525.0,563.43,,pass,8.40000004,Partial nucleated
4316,2017-10-24,nucleus_present,10.0,21.0,0.85,2.18333333,9.93333333,477.0,5724.0,102.09,,fail,6.9,Partial nucleated
4326,2017-10-24,nucleus_present,3.2,21.0,0.46666667,0.86666667,9.03333333,1108.0,13294.0,344.79,,pass,7.69999999,Partial nucleated
4328,2017-10-24,nucleus_present,3.3,21.0,0.51666667,1.6,8.95,1858.0,22301.0,1451.151,,pass,6.83333333,Partial nucleated
4329,2017-10-24,nucleus_present,300.0,21.0,1.7,1.06666667,14.3666667,754.0,9050.0,311.163,,pass,11.60000003,Partial nucleated
4330,2017-10-24,nucleus_present,300.0,21.0,0.5,1.56666667,11.1833333,1014.0,12162.0,488.02,,pass,9.11666663,Partial nucleated
4333,2017-10-24,nucleus_present,200.0,21.0,0.31666667,0.78333333,7.01666667,1126.0,13508.0,846.15,,pass,5.91666667,Partial nucleated
4354,2017-10-25,nucleus_present,24.0,21.0,0.45,3.71666667,8.7,770.0,9245.0,470.788,,pass,4.53333333,Partial nucleated
4355,2017-10-25,nucleus_present,4.2,21.0,0.53333333,0.81666667,8.5,739.0,8862.0,117.425,,pass,7.15,Partial nucleated
4361,2017-10-26,nucleus_present,15.0,21.0,1.0,2.83333333,13.0666667,634.0,7603.0,190.689,,pass,9.23333337,Partial nucleated
4364,2017-10-26,nucleus_present,100.0,21.0,1.05,2.25,11.1333333,1700.0,20400.0,248.32,,pass,7.8333333,Partial nucleated
4370,2017-10-26,nucleus_present,10.0,21.0,1.03333333,0.05,10.15,696.0,8354.0,131.535,,pass,9.06666667,Partial nucleated
4379,2017-10-27,nucleus_present,9.0,21.0,0.43333333,4.98333333,11.3,522.0,6268.0,128.172,,fail,5.88333334,Partial nucleated
4382,2017-10-27,nucleus_present,5.1,21.0,0.43333333,1.81666667,8.1,949.0,11385.0,309.4,,pass,5.85,Partial nucleated
4384,2017-10-27,nucleus_present,4.8,21.0,0.8,1.16666667,8.7,1192.0,14302.0,621.4,,pass,6.73333333,Partial nucleated
4395,2017-10-30,nucleus_present,200.0,21.0,1.15,1.76666667,11.1666667,1315.0,15781.0,717.216,,pass,8.25000003,Partial nucleated
4396,2017-10-30,nucleus_present,100.0,21.0,0.73333333,1.6,10.5833333,1398.0,16777.0,613.541,,pass,8.24999997,Partial nucleated
4406,2017-10-30,nucleus_present,3.6,21.0,0.66666667,1.76666667,10.35,2702.0,32424.0,1646.774,,pass,7.91666666,Partial nucleated
4407,2017-10-30,nucleus_present,6.6,21.0,0.55,2.01666667,7.38333333,1241.0,14893.0,728.52,,pass,4.81666666,Partial nucleated
4417,2017-10-30,nucleus_present,150.0,21.0,1.31666667,0.83333333,4.41666667,2662.0,31946.0,1495.172,,pass,2.26666667,Partial nucleated
4439,2017-10-31,nucleus_present,7.5,21.0,0.61666667,1.68333333,9.01666667,680.0,8160.0,366.168,,pass,6.71666667,Partial nucleated
4456,2017-11-01,nucleus_present,6.1,21.0,0.65,1.46666667,9.61666667,1504.0,18051.0,801.045,,pass,7.5,Partial nucleated
4459,2017-11-01,nucleus_present,100.0,21.0,1.03333333,0.0,7.36666667,497.0,5959.0,247.468,,pass,6.33333334,Partial nucleated
4464,2017-11-02,nucleus_present,400.0,21.0,1.31666667,2.9,11.1666667,929.0,11144.0,590.724,,pass,6.95000003,Partial nucleated
4496,2017-11-06,nucleus_present,10.0,21.0,1.1,1.05,10.1666667,2914.0,34973.0,2225.92,,pass,8.0166667,Partial nucleated
4509,2017-11-06,nucleus_present,16.0,21.0,0.25,5.51666667,12.45,1703.0,20432.0,280.704,,pass,6.68333333,Partial nucleated
4519,2017-11-07,nucleus_present,50.0,21.0,1.03333333,2.08333333,11.4166667,751.0,9009.0,195.456,,pass,8.30000004,Partial nucleated
4526,2017-11-07,nucleus_present,250.0,21.0,0.36666667,3.16666667,9.2,978.0,11741.0,238.97,,pass,5.66666666,Partial nucleated
4539,2017-11-08,nucleus_present,10.0,21.0,1.01666667,0.78333333,13.9166667,2765.0,33178.0,1203.489,,pass,12.1166667,Partial nucleated
4543,2017-11-08,nucleus_present,5.0,21.0,0.93333333,2.15,11.1166667,1723.0,20671.0,120.359,,fail,8.03333337,Partial nucleated
4564,2017-11-10,nucleus_present,200.0,21.0,0.93333333,1.51666667,10.1833333,2910.0,34924.0,282.33,,fail,7.7333333,Partial nucleated
4567,2017-11-10,nucleus_present,100.0,21.0,0.85,1.8,10.55,1393.0,16713.0,350.934,,pass,7.9,Partial nucleated
4581,2017-11-13,nucleus_present,40.0,21.0,0.81666667,2.35,10.8,789.0,9472.0,228.174,,pass,7.63333333,Partial nucleated
4582,2017-11-13,nucleus_present,200.0,21.0,0.35,1.0,9.3,1032.0,12384.0,206.44,,pass,7.95,Partial nucleated
4583,2017-11-13,nucleus_present,10.0,21.0,0.48333333,2.36666667,10.6666667,1859.0,22307.0,594.324,,pass,7.8166667,Partial nucleated
4591,2017-11-13,nucleus_present,3.8,21.0,0.55,1.73333333,7.85,1181.0,14178.0,473.928,,pass,5.56666667,Partial nucleated
4603,2017-11-14,nucleus_present,10.0,21.0,0.43333333,1.21666667,8.88333333,905.0,10855.0,245.246,,pass,7.23333333,Partial nucleated
